title,judge,makes,difficulty,hands_on_time,baking_time,ingredients,recipe_image,judge_image
Stacey’s Banoffee Craquelin Choux Buns,Stacey,20,Needs skill,1 hr 30 mins,35 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the craquelin:</h5>
<p>55g unsalted butter, softened </p>
<p>65g light muscovado sugar </p>
<p>60g plain flour</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the choux pastry:</h5>
<p>65ml whole milk </p>
<p>55g unsalted butter, diced </p>
<p>1 tbsp caster sugar </p>
<p>¼ tsp salt </p>
<p>100g plain flour, sifted </p>
<p>3 eggs, beaten, plus 1 extra beaten egg for brushing   </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the salted toffee sauce: </h5>
<p>135g caster sugar </p>
<p>55g unsalted butter, diced </p>
<p>80ml double cream </p>
<p>¼ tsp fine sea salt </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the banana Chantilly cream:</h5>
<p>300ml double cream, well chilled </p>
<p>1 tbsp icing sugar </p>
<p>2 very ripe bananas (200g peeled weight) </p>
<p>1½ tsp vanilla bean paste  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>2 sheets of baking paper </p>
<p>2 large piping bags </p>
<p>1.5cm plain nozzle </p>
<p>large baking sheet lined with baking paper </p>
<p>3cm plain round cutter </p>
<p>metal skewer </p>
<p>1 small piping bag </p>
<p>7mm plain nozzle </p>
<p>3mm plain nozzle or a squeezy icing bottle  </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2017/10/171013_060_BanoffeeChoux_450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Stacey-1201_l-100x100.jpg
Steven’s Bakewell Tart Choux Buns,Steven,20-24,Needs skill,2 hrs,25 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the raspberry jam:</h5>
<p>175g raspberries </p>
<p>175g granulated sugar </p>
<p>¼ tsp unsalted butter  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the choux pastry: </h5>
<p>100g plain flour </p>
<p>50g strong white bread flour </p>
<p>110g unsalted butter, diced </p>
<p>large pinch of salt </p>
<p>2 tsp caster sugar </p>
<p>3 eggs, beaten </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the frangipane crème pâtissière: </h5>
<p>2 eggs </p>
<p>100g caster sugar </p>
<p>85g ground almonds </p>
<p>20g plain flour </p>
<p>2 tsp cornflour </p>
<p>150ml whole milk </p>
<p>125g unsalted butter, diced </p>
<p>1 tsp vanilla extract, or to taste </p>
<p>1 tsp almond extract, or to taste  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the kirsch truffles:</h5>
<p>50ml double cream </p>
<p>75g 70% dark chocolate, finely chopped </p>
<p>1–2 tsp icing sugar, sifted </p>
<p>1–1½ tbsp kirsch </p>
<p>100g good-quality white chocolate, finely chopped </p>
<p>red food-colouring gel</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the glacé icing: </h5>
<p>100g icing sugar, sifted </p>
<p>2–3 tsp lemon juice </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>2 large piping bags </p>
<p>1.5cm plain nozzle </p>
<p>large baking sheet lined with baking paper </p>
<p>metal skewer </p>
<p>plate lined with baking paper </p>
<p>7mm plain nozzle </p>
<p>small piping bag fitted with a 2mm plain nozzle, or a squeezy icing bottle </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2017/10/171013_059_BakewellChoux_450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Steven-987_l-100x100.jpg
Liam’s Spiced Plum & Apple Clanger,Liam,8,Needs skill,1 hr 15 mins,40 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>5 just-ripe plums, each stoned and cut into 8 slices </p>
<p>2 Granny Smith apples, peeled, cored and cut into 1cm chunks </p>
<p>1 Bramley apple, peeled, cored and cut into 1cm chunks </p>
<p>50g caster sugar </p>
<p>1 tsp ground cinnamon </p>
<p>⅛ tsp ground cloves</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the suet crust pastry:</h5>
<p>350g self-raising flour </p>
<p>½ tsp fine sea salt </p>
<p>100g unsalted butter, frozen </p>
<p>150g shredded beef or vegetable suet </p>
<p>about 250ml ice-cold water </p>
<p>1 egg, beaten, for brushing </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the chocolate sauce:</h5>
<p>60g 70% dark chocolate, chopped </p>
<p>40g milk chocolate, chopped </p>
<p>50g unsalted butter, diced </p>
<p>250ml double cream</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>pizza cutter </p>
<p>ruler </p>
<p>large baking sheet lined with baking paper</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2017/10/171013_057_PlumAppleClanger_450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Liam-959_l-100x100.jpg
Steven’s Mediterranean Medley Clanger,Steven,6-8,Needs skill,1 hr 45 mins,25 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>350g sweet potatoes, peeled and cut into 1cm dice (to give 250g diced potato)</p>
<p>1½ tbsp olive oil</p>
<p>1 large red onion, finely chopped</p>
<p>2 garlic cloves, crushed</p>
<p>½–1 tsp dried red chilli flakes, to taste</p>
<p>½ tsp sumac (optional)</p>
<p>1½ tsp ground cumin</p>
<p>1½ tsp ground coriander</p>
<p>1½ tsp smoked sweet paprika</p>
<p>1 tbsp pomegranate molasses</p>
<p>1 tbsp clear honey (preferably Greek)</p>
<p>2 x 390g cartons chopped tomatoes with onion and garlic</p>
<p>1 x 400g can chickpeas, drained</p>
<p>25g mild piquanté peppers (from a jar), drained and thinly sliced</p>
<p>200g feta cheese, drained and diced</p>
<p>30g pine nuts, toasted</p>
<p>1 rounded tbsp mixed chopped fresh herbs, such coriander, thyme and mint leaves</p>
<p>salt and pepper, to taste</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the suet pastry:</h5>
<p>450g self-raising flour, plus extra for dusting</p>
<p>1 tsp salt</p>
<p>1 tsp caster sugar</p>
<p>150g shredded beef or vegetable suet</p>
<p>75g unsalted butter, frozen</p>
<p>1 tbsp apple cider vinegar</p>
<p>about 300ml ice-cold water</p>
<p>1 egg, beaten, for brushing</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>large baking sheet lined with baking paper</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2017/10/171013_056_MedClanger_450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Steven-987_l-100x100.jpg
Stacey’s Camembert & Caramelised Onion Clanger,Stacey,6–8,Needs skill,1 hr 15 mins,35 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>2 tbsp olive oil </p>
<p>7g unsalted butter </p>
<p>2 large onions, thinly sliced </p>
<p>2 tbsp balsamic vinegar </p>
<p>2 tbsp dark muscovado sugar </p>
<p>30g pine nuts </p>
<p>40g wild rocket, washed, dried and chilled </p>
<p>225g camembert cheese, cut into 1cm slices </p>
<p>salt and black pepper, to taste </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the suet pastry:</h5>
<p>400g self-raising flour, plus extra for dusting </p>
<p>1 tsp fine sea salt </p>
<p>130g shredded beef or vegetable suet </p>
<p>75g unsalted butter, well chilled and diced </p>
<p>about 275ml ice-cold water </p>
<p>1 egg, beaten</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>pizza cutter </p>
<p>ruler </p>
<p>large baking sheet lined with baking paper</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2017/10/171013_055_CamentbertClanger_450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Stacey-1201_l-100x100.jpg
Sophie’s Gianduja Cannoli,Sophie,24,Challenging,2 hrs,8-10 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the shells:</h5>
<p>280g plain flour </p>
<p>50g caster sugar </p>
<p>¼ tsp ground cinnamon </p>
<p>25g solid 100% vegetable baking fat, diced </p>
<p>2 eggs, 1 separated </p>
<p>4 tbsp Marsala wine </p>
<p>1 tsp distilled white vinegar </p>
<p>about 2 litres sunflower oil, for deep frying </p>
<p>150g milk chocolate, finely chopped, to decorate </p>
<p>100g roasted chopped hazelnuts, to decorate </p>
<p>icing sugar, for dusting </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the gianduja filling:</h5>
<p>125g roasted hazelnut butter </p>
<p>100g milk chocolate, finely chopped </p>
<p>250g mascarpone cheese </p>
<p>250g ricotta cheese</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>pasta-rolling machine </p>
<p>10cm round cutter </p>
<p>deep-fat fryer </p>
<p>cooking thermometer </p>
<p>at least 3 cannolo tubes (about 10 x 2.6cm), lightly greased with sunflower oil </p>
<p>heatproof tongs </p>
<p>baking paper </p>
<p>large disposable piping bag</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/Gianduja-Cannoli-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Sophie-1162_l-100x100.jpg
Kate’s Espresso Martini Cannoli,Kate,24,Challenging,2 hrs 30 mins,8–10 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the cannoli shells: </h5>
<p>220g plain flour </p>
<p>1 tsp finely ground espresso coffee </p>
<p>30g caster sugar </p>
<p>30g unsalted butter, at room temperature, diced </p>
<p>80ml Marsala wine </p>
<p>1 tbsp distilled white vinegar </p>
<p>1 egg white </p>
<p>about 2 litres sunflower oil, for deep frying </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the espresso martini cream filling:</h5>
<p>300g full-fat ricotta cheese, drained </p>
<p>100g icing sugar, sifted, plus extra for dusting </p>
<p>150g mascarpone cheese </p>
<p>200ml double cream </p>
<p>1 tsp finely ground espresso coffee </p>
<p>50g 70% dark chocolate, finely chopped </p>
<p>4 tsp espresso liqueur </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>150g 70% dark chocolate, finely chopped </p>
<p>24 chocolate coffee beans </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>pasta-rolling machine </p>
<p>10cm plain round cutter </p>
<p>deep-fat fryer </p>
<p>cooking thermometer </p>
<p>heatproof tongs </p>
<p>at least 3 cannoli tubes (about 10 x 2.6cm), lightly oiled </p>
<p>wire rack lined with baking paper </p>
<p>large disposable piping bag </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/Espresso-Martini-Cannoli-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Kate-1135_l-100x100.jpg
Recipes,Kate,24,Challenging,2 hrs 30 mins,8–10 mins,[],https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/Fairy-House-1024x450-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Steven-987_l-100x100.jpg
Steven’s Sweet Chocolate & Cinnamon Knots,Steven,4 small loaves,Challenging,1 hr 15 mins,20 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the dough:</h5>
<p>500g strong white bread flour, plus extra for dusting</p>
<p>5g fast-action dried yeast (from a 7g sachet)</p>
<p>60g unsalted butter, softened, diced</p>
<p>40g caster sugar</p>
<p>7g salt</p>
<p>2 medium eggs, at room temperature, beaten</p>
<p>About 225ml full-fat milk, lukewarm</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>50g dark chocolate, broken into chunks</p>
<p>4 tsp light muscovado sugar</p>
<p>1 tsp ground cinnamon</p>
<p>1 medium egg, beaten, for glazing</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>large baking sheet, lined with baking paper</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2017/10/171020_067_ChocCinnBuns_450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Steven-987_l-100x100.jpg
Kate’s Coconut Kala Chana Breads,Kate,4,Easy,1 hr,20 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the dough:</h5>
<p>500g strong white bread flour </p>
<p>2 tsp fast-action dried yeast  </p>
<p>1 tbsp curry powder </p>
<p>8g salt </p>
<p>40ml olive oil or rapeseed oil, plus extra for working </p>
<p>about 320ml lukewarm water </p>
<p>1 tbsp nigella seeds </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>2 tsp rapeseed oil </p>
<p>1 tbsp mustard seeds </p>
<p>1 onion, finely chopped </p>
<p>2 garlic cloves, crushed </p>
<p>½ tsp turmeric </p>
<p>¼ tsp garam masala </p>
<p>¼ tsp ground cumin </p>
<p>2 tsp curry powder </p>
<p>1 tsp jaggery or demerara sugar </p>
<p>100g desiccated coconut (unsweetened) </p>
<p>30g sultanas </p>
<p>1 x 400g can kala chana or chickpeas, drained and rinsed </p>
<p>200ml coconut milk </p>
<p>sea salt, to taste </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>large baking sheet lined with baking paper  </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2017/10/171013_063_CoconutBread_450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Kate-1135_l-100x100.jpg
Stacey’s Bakewell Steamed Pudding,Stacey,8,Easy,1 hr 15 mins,2 hrs,"[<div class=""recipe-sidebar__section__content"">
<h5>For the cherry jam:</h5>
<p>200g sweet, large, ripe cherries, halved and stoned </p>
<p>50g granulated sugar </p>
<p>juice of ½ large lemon </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the sponge:</h5>
<p>135g unsalted butter, softened </p>
<p>135g light muscovado sugar </p>
<p>2 eggs, beaten </p>
<p>½ tsp almond extract </p>
<p>135g self-raising flour, sifted </p>
<p>2–3 tbsp whole milk </p>
<p>40g ground almonds </p>
<p>100g raspberries, to decorate </p>
<p>1 tbsp chopped toasted almonds, to decorate  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the custard:</h5>
<p>275ml single cream </p>
<p>½ vanilla pod, split lengthways </p>
<p>3 egg yolks </p>
<p>1 tsp cornflour </p>
<p>1 tbsp caster sugar </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>snap-on pudding basin lid, greased; or greased baking paper cut into a 27cm disc  </p>
<p>sheet of foil cut into a 27cm disc </p>
<p>1-litre pudding basin, oiled </p>
<p>kitchen string </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2017/09/170918_035_BakewellPud_450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Stacey-1201_l-100x100.jpg
Kate’s Orange Craquelin Choux Buns,Kate,20,Needs skill,1 hr 30 mins,35 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the craquelin:</h5>
<p>60g light muscovado sugar </p>
<p>60g plain flour </p>
<p>55g salted butter, very softened </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the choux pastry:</h5>
<p>110g plain flour </p>
<p>50g unsalted butter, diced </p>
<p>100ml whole milk </p>
<p>½ tsp salt </p>
<p>½ tsp caster sugar </p>
<p>3 eggs, beaten  </p>
<p>1 egg yolk, for brushing</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the crème pâtissière:</h5>
<p>425ml creamy or Jersey milk </p>
<p>finely grated zest of 2 large unwaxed oranges </p>
<p>6 egg yolks </p>
<p>60g caster sugar </p>
<p>50g cornflour </p>
<p>50g unsalted butter, at room temperature, diced </p>
<p>about 1 tsp orange blossom water, to taste; or about 1 tbsp orange liqueur, to taste</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>large baking sheet lined with baking paper </p>
<p>2 large piping bags </p>
<p>1.5cm plain nozzle </p>
<p>7mm plain nozzle </p>
<p>3cm plain round cutter </p>
<p>metal skewer (optional)</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2017/10/171013_058_VanicianOrangeChoux_450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Kate-1135_l-100x100.jpg
Stacey’s Banoffee Craquelin Choux Buns,Stacey,20,Needs skill,1 hr 30 mins,35 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the craquelin:</h5>
<p>55g unsalted butter, softened </p>
<p>65g light muscovado sugar </p>
<p>60g plain flour</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the choux pastry:</h5>
<p>65ml whole milk </p>
<p>55g unsalted butter, diced </p>
<p>1 tbsp caster sugar </p>
<p>¼ tsp salt </p>
<p>100g plain flour, sifted </p>
<p>3 eggs, beaten, plus 1 extra beaten egg for brushing   </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the salted toffee sauce: </h5>
<p>135g caster sugar </p>
<p>55g unsalted butter, diced </p>
<p>80ml double cream </p>
<p>¼ tsp fine sea salt </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the banana Chantilly cream:</h5>
<p>300ml double cream, well chilled </p>
<p>1 tbsp icing sugar </p>
<p>2 very ripe bananas (200g peeled weight) </p>
<p>1½ tsp vanilla bean paste  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>2 sheets of baking paper </p>
<p>2 large piping bags </p>
<p>1.5cm plain nozzle </p>
<p>large baking sheet lined with baking paper </p>
<p>3cm plain round cutter </p>
<p>metal skewer </p>
<p>1 small piping bag </p>
<p>7mm plain nozzle </p>
<p>3mm plain nozzle or a squeezy icing bottle  </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2017/10/171013_060_BanoffeeChoux_450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Stacey-1201_l-100x100.jpg
Steven’s Bakewell Tart Choux Buns,Steven,20-24,Needs skill,2 hrs,25 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the raspberry jam:</h5>
<p>175g raspberries </p>
<p>175g granulated sugar </p>
<p>¼ tsp unsalted butter  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the choux pastry: </h5>
<p>100g plain flour </p>
<p>50g strong white bread flour </p>
<p>110g unsalted butter, diced </p>
<p>large pinch of salt </p>
<p>2 tsp caster sugar </p>
<p>3 eggs, beaten </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the frangipane crème pâtissière: </h5>
<p>2 eggs </p>
<p>100g caster sugar </p>
<p>85g ground almonds </p>
<p>20g plain flour </p>
<p>2 tsp cornflour </p>
<p>150ml whole milk </p>
<p>125g unsalted butter, diced </p>
<p>1 tsp vanilla extract, or to taste </p>
<p>1 tsp almond extract, or to taste  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the kirsch truffles:</h5>
<p>50ml double cream </p>
<p>75g 70% dark chocolate, finely chopped </p>
<p>1–2 tsp icing sugar, sifted </p>
<p>1–1½ tbsp kirsch </p>
<p>100g good-quality white chocolate, finely chopped </p>
<p>red food-colouring gel</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the glacé icing: </h5>
<p>100g icing sugar, sifted </p>
<p>2–3 tsp lemon juice </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>2 large piping bags </p>
<p>1.5cm plain nozzle </p>
<p>large baking sheet lined with baking paper </p>
<p>metal skewer </p>
<p>plate lined with baking paper </p>
<p>7mm plain nozzle </p>
<p>small piping bag fitted with a 2mm plain nozzle, or a squeezy icing bottle </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2017/10/171013_059_BakewellChoux_450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Steven-987_l-100x100.jpg
Liam’s Spiced Plum & Apple Clanger,Liam,8,Needs skill,1 hr 15 mins,40 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>5 just-ripe plums, each stoned and cut into 8 slices </p>
<p>2 Granny Smith apples, peeled, cored and cut into 1cm chunks </p>
<p>1 Bramley apple, peeled, cored and cut into 1cm chunks </p>
<p>50g caster sugar </p>
<p>1 tsp ground cinnamon </p>
<p>⅛ tsp ground cloves</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the suet crust pastry:</h5>
<p>350g self-raising flour </p>
<p>½ tsp fine sea salt </p>
<p>100g unsalted butter, frozen </p>
<p>150g shredded beef or vegetable suet </p>
<p>about 250ml ice-cold water </p>
<p>1 egg, beaten, for brushing </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the chocolate sauce:</h5>
<p>60g 70% dark chocolate, chopped </p>
<p>40g milk chocolate, chopped </p>
<p>50g unsalted butter, diced </p>
<p>250ml double cream</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>pizza cutter </p>
<p>ruler </p>
<p>large baking sheet lined with baking paper</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2017/10/171013_057_PlumAppleClanger_450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Liam-959_l-100x100.jpg
"Steven’s Macadamia, Orange & Coffee Millionaire’s Shortbread",Steven,12,Easy,1 hr 15 mins,15 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the shortbread:</h5>
<p>225g plain flour </p>
<p>200g unsalted butter, chilled and diced </p>
<p>120g caster sugar </p>
<p>pinch of salt </p>
<p>1 egg yolk </p>
<p>1 tbsp double cream </p>
<p>120g macadamia nut halves, halved again</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the caramel:</h5>
<p>300g light muscovado sugar </p>
<p>150ml double cream </p>
<p>45g unsalted butter </p>
<p>finely grated zest of 1 unwaxed orange</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the chocolate:</h5>
<p>200g 70% dark chocolate </p>
<p>30g unsalted butter </p>
<p>¼ tsp instant espresso coffee powder </p>
<p>¼ tsp vanilla extract </p>
<p>2 tsp coffee liqueur</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the decoration:</h5>
<p>12 macadamia nut halves </p>
<p>1 sheet edible gold leaf (optional)</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>12-cup, loose-bottomed mini sandwich tin </p>
<p>straight-edged, flat-based glass tumbler the diameter of 1 cup in the sandwich tin</p>
<p>baking sheet </p>
<p>cake-decorating paintbrush </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/Macadamia_Millionaires_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Steven-987_l-100x100.jpg
Sophie’s Millionaire’s Jaffa Shortbread,Sophie,9,Needs skill,1 hr 30 mins,20 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the shortbread:</h5>
<p>100g cornflour </p>
<p>160g plain flour </p>
<p>100g icing sugar </p>
<p>200g unsalted butter, chilled and diced </p>
<p>1 tsp vanilla powder </p>
<p>finely grated zest of 1 large unwaxed orange</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the caramel:</h5>
<p>115g unsalted butter </p>
<p>125ml double cream </p>
<p>½ tsp salt </p>
<p>200g caster sugar</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the ganache:</h5>
<p>300ml orange juice </p>
<p>75g 70% dark chocolate, finely chopped  </p>
<p>75g milk chocolate, finely chopped </p>
<p>75ml double cream</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the decoration:</h5>
<p>115g 50% dark chocolate, finely chopped </p>
<p>edible orange lustre, for dusting</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>baking sheet lined with baking paper </p>
<p>6cm plain round cutter </p>
<p>several acetate sheets  </p>
<p>sticky tape </p>
<p>sugar thermometer </p>
<p>cake-decorating paintbrush </p>
<p>heatproof pastry brush</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/Jaffa_Shortbread_1024x450_2.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Sophie-1162_l-100x100.jpg
Liam’s Salted Peanut Millionaire’s Shortbread,Liam,10-12,Needs skill,2 hrs,16 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the shortbread dough:</h5>
<p>175g plain flour </p>
<p>90g rice flour or ground rice </p>
<p>¼ tsp fine sea salt </p>
<p>85g caster sugar </p>
<p>175g unsalted butter, chilled and diced </p>
<p>½ tsp vanilla bean paste </p>
<p>250g 70% dark chocolate, chopped into small pieces </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the peanut butter:</h5>
<p>150g shelled unsalted peanuts  </p>
<p>½ tsp fine sea salt </p>
<p>1 tsp runny honey  </p>
<p>1–2 tsp peanut oil</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the salted caramel:</h5>
<p>90ml double cream </p>
<p>½ tsp vanilla bean paste </p>
<p>30g liquid glucose </p>
<p>185g caster sugar </p>
<p>100g salted butter, at room temperature, diced</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>baking paper </p>
<p>10- or 12-bar (each bar about 3 x 7cm) silicone mould tray </p>
<p>ruler </p>
<p>baking tray </p>
<p>sugar thermometer </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/Peanut_Millionaires_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Liam-959_l-100x100.jpg
